"Fecha","Categoría","Tipo","Monto","Activo","Libro mayor","Reembolsar","Comentar"
"sept 19 2025 02:39","Coche","Expensas","-47200","Mercadopago & else","Mi libro mayor","","nafta"
"sept 18 2025 14:44","Comida","Expensas","-10000","Mercadopago & else","Mi libro mayor","","brule"
"sept 18 2025 14:43","junko","Expensas","-96395","Mercadopago & else","Mi libro mayor","","airbnb junko"
"sept 18 2025 14:42","vacacione","Expensas","-96395","Mercadopago & else","Mi libro mayor","","airbnb yo"
"sept 17 2025 20:45","Ropa","Expensas","-14000","Mercadopago & else","Mi libro mayor","","ropita en la feria de villurca"
"sept 16 2025 21:12","suscripcion","Expensas","-6287","Mercadopago & else","Mi libro mayor","","crunchyroll"
"sept 13 2025 19:13","Coche","Expensas","-20000","Mercadopago & else","Mi libro mayor","","nasta"
"sept 13 2025 19:13","Deporte","Expensas","-5000","Mercadopago & else","Mi libro mayor","","futbol"
"sept 13 2025 18:18","Comida","Expensas","-10000","Mercadopago & else","Mi libro mayor","","los tacos con todo y eso"
"sept 12 2025 16:20","Varios","Expensas","-208000","Mercadopago & else","Mi libro mayor","","el piso"
"sept 09 2025 17:07","Comida","Expensas","-2900","Mercadopago & else","Mi libro mayor","","batatas"
"sept 07 2025 13:26","Bebida ","Expensas","-3308","Mercadopago & else","Mi libro mayor","","alcohol"
"sept 07 2025 13:26","Comida","Expensas","-15650","Mercadopago & else","Mi libro mayor","","shawarma"
"sept 07 2025 13:26","Varios","Expensas","-70000","Mercadopago & else","Mi libro mayor","","pasaporte"
"sept 03 2025 16:41","Coche","Expensas","-11200","Mercadopago & else","Mi libro mayor","","uber a uba ida vuelta"
"ago 31 2025 18:30","Comida","Expensas","-3593","Mercadopago & else","Mi libro mayor","","cookie brother"
"ago 31 2025 18:29","Regalo","Expensas","-5960","Mercadopago & else","Mi libro mayor","","regalo bren"
"ago 30 2025 14:40","junko","Expensas","-86548","Mercadopago & else","Mi libro mayor","","vuelo junko"
"ago 30 2025 14:39","vacacione","Expensas","-86548","Mercadopago & else","Mi libro mayor","","vuelo a bariloche yo y valija"
"ago 29 2025 17:53","Comida","Expensas","-1200","Mercadopago & else","Mi libro mayor","","medialunas"
"ago 26 2025 18:39","Comida","Expensas","-3700","Mercadopago & else","Mi libro mayor","","sanguchutos"
"ago 24 2025 13:35","Comida","Expensas","-20120","Mercadopago & else","Mi libro mayor","","mcdonald"
"ago 24 2025 13:15","Tati","Expensas","-97000","Mercadopago & else","Mi libro mayor","","cena + propina"
"ago 24 2025 13:12","Coche","Expensas","-47000","Mercadopago & else","Mi libro mayor","","nafta"
"ago 23 2025 13:12","Tati","Expensas","-30000","Mercadopago & else","Mi libro mayor","","flores"
"ago 22 2025 13:11","Tati","Expensas","-4200","Mercadopago & else","Mi libro mayor","","kodak fotografica"
"ago 21 2025 22:59","Tecnología ","Expensas","-132000","Mercadopago & else","Mi libro mayor","","remodelar la ideapad"
"ago 21 2025 22:51","Tati","Expensas","-11600","Mercadopago & else","Mi libro mayor","","mousse"
"ago 15 2025 21:02","Comida","Expensas","-20500","Mercadopago & else","Mi libro mayor","","clubde quesos"
"ago 11 2025 01:56","Propina","Expensas","-10000","Mercadopago & else","Mi libro mayor","","propina"
"ago 11 2025 01:56","Comida","Expensas","-91400","Mercadopago & else","Mi libro mayor","","tony wu"
"ago 10 2025 03:13","Comida","Expensas","-1916","Mercadopago & else","Mi libro mayor","","picada"
"ago 10 2025 03:13","Coche","Expensas","-47000","Mercadopago & else","Mi libro mayor","","nafta"
"ago 09 2025 23:47","Comida","Expensas","-15440","Mercadopago & else","Mi libro mayor","","empanadas tati y yo"
"ago 09 2025 22:58","Super","Expensas","-8618","Mercadopago & else","Mi libro mayor","","alcohol y demas 8618"
"ago 08 2025 03:35","Varios","Expensas","-145000","Mercadopago & else","Mi libro mayor","","Silla nueva"
"ago 08 2025 02:36","Comida","Expensas","-2300","Mercadopago & else","Mi libro mayor","","pancho MID"
"ago 07 2025 21:41","Comida","Expensas","-40000","Mercadopago & else","Mi libro mayor","","enso"
"ago 04 2025 17:32","Comida","Expensas","-4000","Mercadopago & else","Mi libro mayor","","mid croissant"
"ago 04 2025 16:32","Médico","Expensas","-40300","Mercadopago & else","Mi libro mayor","","medicamentos psoriasis"
"ago 01 2025 15:02","Comida","Expensas","-25300","Mercadopago & else","Mi libro mayor","","BUO cafe"
"jul 31 2025 19:42","Regalo","Expensas","-4600","Mercadopago & else","Mi libro mayor","","regalo lala"
"jul 31 2025 14:10","Tecnología ","Expensas","-14000","Mercadopago & else","Mi libro mayor","","mouse inalamb"
"jul 26 2025 23:24","Bebida ","Expensas","-4930","Mercadopago & else","Mi libro mayor","","cocas"
"jul 26 2025 23:22","Comida","Expensas","-40500","Mercadopago & else","Mi libro mayor","","enso"
"jul 26 2025 23:22","Comida","Expensas","-21000","Mercadopago & else","Mi libro mayor","","queso"
"jul 23 2025 16:59","Coche","Expensas","-1980","Mercadopago & else","Mi libro mayor","","didi 2"
"jul 23 2025 15:40","Coche","Expensas","-3300","Mercadopago & else","Mi libro mayor","","didi ida dot"
"jul 22 2025 18:31","Comida","Expensas","-30000","Mercadopago & else","Mi libro mayor","","suss + propina"
"jul 20 2025 13:31","Comida","Expensas","-30250","Mercadopago & else","Mi libro mayor","","barrio chino comida"
"jul 19 2025 18:32","Coche","Expensas","-5111","Mercadopago & else","Mi libro mayor","","didi"
"jul 18 2025 12:33","Coche","Expensas","-42000","Mercadopago & else","Mi libro mayor","","nafta"
"jul 15 2025 16:31","Comida","Expensas","-33000","Mercadopago & else","Mi libro mayor","","merienda en suss + propa"
"jul 12 2025 22:50","Ropa","Expensas","-129744","Mercadopago & else","Mi libro mayor","","ropa en clrazon delator"
"jul 12 2025 22:49","Comida","Expensas","-10800","Mercadopago & else","Mi libro mayor","","orei ongiirs"
"jul 12 2025 17:19","Comida","Expensas","-11000","Mercadopago & else","Mi libro mayor","","merienda"
"jul 06 2025 18:06","Comida","Expensas","-19500","Mercadopago & else","Mi libro mayor","","vedra"
"jul 05 2025 19:06","Coche","Expensas","-7070","Mercadopago & else","Mi libro mayor","","didi de lo de ian"
"jul 05 2025 18:24","Comida","Expensas","-11200","Mercadopago & else","Mi libro mayor","","tatsy"
"jul 05 2025 18:23","Coche","Expensas","-5590","Mercadopago & else","Mi libro mayor","","didi a lo de ian"
"jun 30 2025 23:57","Tecnología ","Expensas","-180000","Mercadopago & else","Mi libro mayor","","grafica"
"jun 30 2025 01:10","Juego","Expensas","-2349","Crédito ","Mi libro mayor","","liar bar"
"jun 29 2025 19:29","Comida","Expensas","-2100","Crédito ","Mi libro mayor","","barritas kinder"
"jun 29 2025 18:29","Comida","Expensas","-10000","Crédito ","Mi libro mayor","","starbucks"
"jun 29 2025 15:25","Juego","Expensas","-22476","Crédito ","Mi libro mayor","","lies of p y crypt"
"jun 28 2025 19:28","Bebida ","Expensas","-11000","Crédito ","Mi libro mayor","","tragis microteatr"
"jun 27 2025 15:15","Comida","Expensas","-15500","Crédito ","Mi libro mayor","","almuerzo"
"jun 26 2025 17:14","Comida","Expensas","-1913","Crédito ","Mi libro mayor","","brule c rappicres"
"jun 25 2025 00:58","Juego","Expensas","-17747","Crédito ","Mi libro mayor","","el jueguito ete para junko !"
"jun 23 2025 21:42","Juego","Expensas","-4725","Crédito ","Mi libro mayor","","peak"
"jun 22 2025 21:09","Comida","Expensas","-32500","Crédito ","Mi libro mayor","","cena en noodles orei"
"jun 22 2025 16:09","Coche","Expensas","-4050","Crédito ","Mi libro mayor","","didi de tati a congres"
"jun 21 2025 16:16","Comida","Expensas","-15000","Crédito ","Mi libro mayor","","panchubis"
"jun 21 2025 16:15","Comida","Expensas","-14100","Crédito ","Mi libro mayor","","brochetas"
"jun 21 2025 14:43","Comida","Expensas","-19500","Crédito ","Mi libro mayor","","takoyaki"
"jun 20 2025 21:42","Comida","Expensas","-20500","Crédito ","Mi libro mayor","","club d elos quesos"
"jun 20 2025 18:09","Juego","Expensas","-16000","Crédito ","Mi libro mayor","","rematch"
"jun 18 2025 17:02","Comida","Expensas","-3000","Crédito ","Mi libro mayor","","sandiwhx"
"jun 18 2025 16:15","Coche","Expensas","-10560","Crédito ","Mi libro mayor","","didis miercoles"
"jun 16 2025 19:46","Coche","Expensas","-5547","Mercadopago & else","Mi libro mayor","","didi tati"
"jun 16 2025 13:46","Comida","Expensas","-24000","Mercadopago & else","Mi libro mayor","","almuerzo cine"
"jun 16 2025 12:46","Bebida ","Expensas","-6500","Mercadopago & else","Mi libro mayor","","coca cine"
"jun 09 2025 17:43","Varios","Expensas","-16800","Mercadopago & else","Mi libro mayor","","funda"
"jun 08 2025 22:43","Comida","Expensas","-80000","Mercadopago & else","Mi libro mayor","","fujisan"
"jun 08 2025 20:25","Coche","Expensas","-8100","Mercadopago & else","Mi libro mayor","","ubers a fujisan"
"jun 08 2025 18:42","Coche","Expensas","-6000","Mercadopago & else","Mi libro mayor","","uber"
"jun 08 2025 14:26","Tati","Expensas","-10000","Mercadopago & else","Mi libro mayor","","flores"
"jun 07 2025 18:25","Super","Expensas","-15123","Mercadopago & else","Mi libro mayor","","mousse"
"jun 06 2025 18:25","Comida","Expensas","-9500","Mercadopago & else","Mi libro mayor","","brule"
"jun 04 2025 18:25","Coche","Expensas","-11500","Mercadopago & else","Mi libro mayor","","uber"
"jun 04 2025 16:16","Tati","Expensas","-7500","Mercadopago & else","Mi libro mayor","","rifas"
"jun 04 2025 16:16","Coche","Expensas","-42000","Mercadopago & else","Mi libro mayor","","nafta"
"jun 01 2025 20:23","Comida","Expensas","-6500","Mercadopago & else","Mi libro mayor","","pizza y coca"
"jun 01 2025 20:06","Juego","Expensas","-5000","Mercadopago & else","Mi libro mayor","","poker"
"may 31 2025 20:19","Comida","Expensas","-3800","Mercadopago & else","Mi libro mayor","","tortillas"
"may 31 2025 20:18","Super","Expensas","-25336","Mercadopago & else","Mi libro mayor","","super + chiles + carne"
"may 28 2025 16:12","Comida","Expensas","-1400","Mercadopago & else","Mi libro mayor","","alfajor"
"may 28 2025 16:11","Coche","Expensas","-12000","Crédito ","Mi libro mayor","","didi y uber"
"may 28 2025 12:56","Tecnología ","Expensas","-34700","Crédito ","Mi libro mayor","","cargador"
"may 25 2025 22:05","Tecnología ","Expensas","-5600","Crédito ","Mi libro mayor","","pilas !"
"may 25 2025 21:05","Comida","Expensas","-38200","Crédito ","Mi libro mayor","","whatevurger y bebida"
"may 25 2025 16:05","Comida","Expensas","-10900","Crédito ","Mi libro mayor","","gorrion"
"may 24 2025 22:44","Comida","Expensas","-26600","Crédito ","Mi libro mayor","","shawarma y tati"
"may 23 2025 20:15","Tati","Expensas","-36300","Crédito ","Mi libro mayor","","regalo tati 1"
"may 21 2025 20:14","Coche","Expensas","-11600","Crédito ","Mi libro mayor","","uber ida y vuelta"
"may 21 2025 18:56"," uba","Expensas","-2000","Mercadopago & else","Mi libro mayor","","batatubis"
"may 19 2025 13:04","Deporte","Expensas","-34000","Mercadopago & else","Mi libro mayor","","gym"
"may 18 2025 15:57","Tecnología ","Expensas","-1045000","Efectivo","Mi libro mayor","","celular"
"may 18 2025 15:04"," uba","Expensas","-12250","Crédito ","Mi libro mayor","","brule"
"may 13 2025 16:03"," uba","Expensas","-800","Efectivo","Mi libro mayor","","medialunss"
"may 12 2025 14:27","Coche","Expensas","-40000","Crédito ","Mi libro mayor","","nafta"
"may 12 2025 14:26","Ropa","Expensas","-56000","Crédito ","Mi libro mayor","","zapas hot sake"
"may 11 2025 18:41","Comida","Expensas","-30100","Efectivo","Mi libro mayor","","cocas y mr ho"
"may 10 2025 19:17","Tecnología ","Expensas","-107720","Mercadopago & else","Mi libro mayor","","gabinete"
"may 10 2025 19:17","Varios","Expensas","-50000","Mercadopago & else","Mi libro mayor","","calcu"
"may 10 2025 14:52","Comida","Expensas","-4500","Mercadopago & else","Mi libro mayor","","kinder"
"may 08 2025 01:34","Juego","Expensas","-10000","Mercadopago & else","Mi libro mayor","","stake"
"may 08 2025 01:34","Coche","Expensas","-13180","Crédito ","Mi libro mayor","","uber ida y vuelta"
"may 04 2025 11:28","Comida","Expensas","-40000","Crédito ","Mi libro mayor","","sushi"
"may 03 2025 17:15","Varios","Expensas","-6900","Mercadopago & else","Mi libro mayor","","parking y cocas"
"may 03 2025 14:14","Comida","Expensas","-37300","Crédito ","Mi libro mayor","","ronda raclette"
"may 03 2025 02:14","Varios","Expensas","-12700","Mercadopago & else","Mi libro mayor","","ysy a abril+mayo"
"may 03 2025 02:10","Comida","Expensas","-20000","Efectivo","Mi libro mayor","","cena en el hungaro"
"may 02 2025 17:27","Tecnología ","Expensas","-18414","Crédito ","Mi libro mayor","","Monitor nuevo!"
"may 02 2025 13:14","Comida","Expensas","-29800","Crédito ","Mi libro mayor","","almuerzo cantina"
"abr 30 2025 17:28"," uba","Expensas","-2800","Mercadopago & else","Mi libro mayor","","sanguch"
"abr 26 2025 19:49","Comida","Expensas","-6000","Mercadopago & else","Mi libro mayor","","merienda en POCHO"
"abr 26 2025 19:46","Cine","Expensas","-7950","Mercadopago & else","Mi libro mayor","","entradas del cine y coca"
"abr 26 2025 19:44","Tecnología ","Expensas","-50000","Mercadopago & else","Mi libro mayor","","arreglo de celu"
"abr 25 2025 19:44"," uba","Expensas","-1800","Efectivo","Mi libro mayor","","medialunas"
"abr 25 2025 16:18","Coche","Expensas","-30000","Crédito ","Mi libro mayor","","nafta"
"abr 25 2025 16:18","Ropa","Expensas","-30000","Crédito ","Mi libro mayor","","ropa"
"abr 21 2025 17:22","Coche","Expensas","-3000","Efectivo","Mi libro mayor","","parking"
"abr 19 2025 13:44","Varios","Expensas","-5000","Crédito ","Mi libro mayor","","aritos"
"abr 19 2025 12:45","Comida","Expensas","-20500","Crédito ","Mi libro mayor","","TAKOYAKI"
"abr 17 2025 22:41","Comida","Expensas","-9950","Crédito ","Mi libro mayor","","milanwsa"
"abr 16 2025 19:40"," uba","Expensas","-3300","Crédito ","Mi libro mayor","","santuche"
"abr 15 2025 15:40"," uba","Expensas","-1400","Efectivo","Mi libro mayor","","alfsjor"
"abr 15 2025 12:40","Coche","Expensas","-12213","Crédito ","Mi libro mayor","","ubers"
"abr 15 2025 12:07","Deporte","Expensas","-34000","Efectivo","Mi libro mayor","","GYN"
"abr 14 2025 16:02","Coche","Expensas","-30000","Efectivo","Mi libro mayor","","nasta"
"abr 12 2025 18:11","Super","Expensas","-14200","Efectivo","Mi libro mayor","","lemon pie para mi cumple"
"abr 10 2025 18:10","Varios","Expensas","-10200","Efectivo","Mi libro mayor","","shampoo"
"abr 09 2025 18:10"," uba","Expensas","-3300","Efectivo","Mi libro mayor","","sanguche"
"abr 06 2025 13:39","Comida","Expensas","-21200","Efectivo","Mi libro mayor","","brule"
"abr 05 2025 23:59","Juego","Expensas","-10000","Efectivo","Mi libro mayor","","plata para q tati timbee"
"abr 05 2025 23:37","Comida","Expensas","-25500","Efectivo","Mi libro mayor","","lo de kato"
"abr 05 2025 23:36","Comida","Expensas","-27300","Efectivo","Mi libro mayor","","juntada cumple"
"abr 04 2025 23:09","Comida","Expensas","-11180","Crédito ","Mi libro mayor","","mc x rappa"
"abr 04 2025 22:09","Comida","Expensas","-3000","Efectivo","Mi libro mayor","","arabe jyq"
"abr 04 2025 18:09","Comida","Expensas","-600","Efectivo","Mi libro mayor","","bola de fraile"
"abr 04 2025 18:09","Coche","Expensas","-3000","Efectivo","Mi libro mayor","","estacio"
"abr 04 2025 18:09","Corte de pelo","Expensas","-13000","Efectivo","Mi libro mayor","","pelucqueri"
"abr 02 2025 23:08","Tecnología ","Expensas","-18414","Crédito ","Mi libro mayor","","Monitor nuevo!"
"abr 02 2025 04:03","Comida","Expensas","-28000","Efectivo","Mi libro mayor","","shawarma c tati"
"abr 01 2025 15:03","Comida","Expensas","-1500","Efectivo","Mi libro mayor","","sus palitos"
"mar 31 2025 23:08"," uba","Expensas","-4200","Efectivo","Mi libro mayor","","medialunss y batatas"
"mar 29 2025 23:10","Comida","Expensas","-4200","Mercadopago & else","Mi libro mayor","","banchos"
"mar 28 2025 23:25","Juego","Expensas","-6800","Mercadopago & else","Mi libro mayor","","repo para la floa"
"mar 28 2025 23:25"," uba","Expensas","-1700","Efectivo","Mi libro mayor","","medialunas y parking"
"mar 23 2025 20:07","Comida","Expensas","-9300","Efectivo","Mi libro mayor","","gorrion"
"mar 21 2025 18:43"," uba","Expensas","-4400","Efectivo","Mi libro mayor","","estaciónamienti y alfsjor"
"mar 21 2025 18:43","Coche","Expensas","-20000","Efectivo","Mi libro mayor","","nafta"
"mar 20 2025 20:08","Comida","Expensas","-31500","Efectivo","Mi libro mayor","","enso"
"mar 19 2025 18:41"," uba","Expensas","-2800","Efectivo","Mi libro mayor","","sanguche uba"
"mar 19 2025 18:41","Tecnología ","Expensas","-64000","Crédito ","Mi libro mayor","","cooler master 212"
"mar 16 2025 20:45","Timba","Expensas","-10000","Efectivo","Mi libro mayor","","póker"
"mar 15 2025 16:39","Bebida ","Expensas","-2200","Mercadopago & else","Mi libro mayor","","una coca re cara"
"mar 15 2025 16:39","Comida","Expensas","-6800","Mercadopago & else","Mi libro mayor","","bebidas alcohol takis etc"
"mar 15 2025 16:38","Comida","Expensas","-3850","Mercadopago & else","Mi libro mayor","","chopane"
"mar 15 2025 16:22","Comida","Expensas","-26500","Efectivo","Mi libro mayor","","brule para todos"
"mar 14 2025 23:38","Bebida ","Expensas","-4100","Mercadopago & else","Mi libro mayor","","coca"
"mar 14 2025 21:37","Comida","Expensas","-11500","Mercadopago & else","Mi libro mayor","","rmsen bren"
"mar 10 2025 19:13","Ropa","Expensas","-95500","Mercadopago & else","Mi libro mayor","","mil cosa"
"mar 08 2025 13:37","Comida","Expensas","-11600","Mercadopago & else","Mi libro mayor","","KFC (deudas en wpp)"
"mar 08 2025 10:37","Coche","Expensas","-30000","Mercadopago & else","Mi libro mayor","","nadta"
"mar 07 2025 23:36","Comida","Expensas","-9900","Mercadopago & else","Mi libro mayor","","mcdonalds bren"
"mar 07 2025 16:59","Me la mande","Expensas","-9700","Crédito ","Mi libro mayor","","cosas de la mousse fallida"
"mar 07 2025 16:59","Tati","Expensas","-6600","Crédito ","Mi libro mayor","","didi tati"
"mar 07 2025 16:59","Tati","Expensas","-81000","Crédito ","Mi libro mayor","","disco duro tati"
"mar 03 2025 19:34","Coche","Expensas","-4500","Mercadopago & else","Mi libro mayor","","uber a casa"
"mar 03 2025 14:33","Comida","Expensas","-7796","Mercadopago & else","Mi libro mayor","","resto de la juntada + uber a lo d ian"
"mar 02 2025 21:29","Comida","Expensas","-26100","Mercadopago & else","Mi libro mayor","","mcdonalds tasty + nuggets tati + hamburguesa con queso"
"mar 02 2025 19:33","Coche","Expensas","-2500","Mercadopago & else","Mi libro mayor","","uber a lo de tati"
"mar 02 2025 13:47","Tecnología ","Expensas","-18414","Crédito ","Mi libro mayor","","Monitor nuevo!"
"mar 02 2025 12:36","perfume","Expensas","-78000","Crédito ","Mi libro mayor","","perfume cuota 3"
"feb 28 2025 12:36","vacacione","Expensas","-473916","Mercadopago & else","Mi libro mayor","","todo el viaje a buhriloche"
"feb 23 2025 09:16","Bebida ","Expensas","-3000","Mercadopago & else","Mi libro mayor","","agua y cafe aeropuerto"
"feb 22 2025 20:16","Comida","Expensas","-106000","Crédito ","Mi libro mayor","","pf chabgs + propina"
"feb 21 2025 22:15","Comida","Expensas","-142000","Efectivo","Mi libro mayor","","sushi y propina cumple mamá"
"feb 21 2025 17:14","Comida","Expensas","-13000","Efectivo","Mi libro mayor","","brule"
"feb 20 2025 21:13","Comida","Expensas","-4530","Crédito ","Mi libro mayor","","tasta"
"feb 16 2025 02:39","Bebida ","Expensas","-4100","Crédito ","Mi libro mayor","","3 coquinis"
"feb 15 2025 22:39","Comida","Expensas","-4590","Mercadopago & else","Mi libro mayor","","mc 70 off"
"feb 15 2025 22:38","Coche","Expensas","-15000","Crédito ","Mi libro mayor","","nafta 2"
"feb 15 2025 18:37","Coche","Expensas","-2800","Mercadopago & else","Mi libro mayor","","estacionamiento dot"
"feb 15 2025 18:37","Ropa","Expensas","-59000","Crédito ","Mi libro mayor","","ropa barata"
"feb 15 2025 17:40","Comida","Expensas","-15000","Crédito ","Mi libro mayor","","brule"
"feb 14 2025 21:37","Coche","Expensas","-10000","Mercadopago & else","Mi libro mayor","","nafta"
"feb 13 2025 04:32","Comida","Expensas","-6000","Mercadopago & else","Mi libro mayor","","mc 70 off"
"feb 09 2025 18:55","Comida","Expensas","-8000","Mercadopago & else","Mi libro mayor","","cookiieees"
"feb 09 2025 14:45","Comida","Expensas","-7850","Mercadopago & else","Mi libro mayor","","barrio chino - takoyaki"
"feb 09 2025 13:54","Comida","Expensas","-6300","Mercadopago & else","Mi libro mayor","","barrio chino - pinchos"
"feb 08 2025 03:01","Deporte","Expensas","-3750","Mercadopago & else","Mi libro mayor","","fobal"
"feb 07 2025 17:01","Comida","Expensas","-19000","Efectivo","Mi libro mayor","","brule"
"feb 02 2025 15:59","Varios","Expensas","-6350","Mercadopago & else","Mi libro mayor","","ysy a"
"feb 02 2025 02:58","perfume","Expensas","-78000","Crédito ","Mi libro mayor","","perfume cuota 2"
"feb 02 2025 01:53","Tecnología ","Expensas","-18414","Crédito ","Mi libro mayor","","Monitor nuevo!"
"feb 01 2025 03:00","Comida","Expensas","-4480","Mercadopago & else","Mi libro mayor","","papas!"
"feb 01 2025 01:55","Coche","Expensas","-31020","Mercadopago & else","Mi libro mayor","","nadta"
"ene 31 2025 17:55","Comida","Expensas","-16500","Efectivo","Mi libro mayor","","btule"
"ene 29 2025 23:48","Comida","Expensas","-4900","Mercadopago & else","Mi libro mayor","","Cremolatti"
"ene 29 2025 23:48","Propina","Expensas","-2000","Efectivo","Mi libro mayor","","propina"
"ene 29 2025 23:48","Comida","Expensas","-32900","Mercadopago & else","Mi libro mayor","","Al zein"
"ene 29 2025 01:47","Comida","Expensas","-8940","Mercadopago & else","Mi libro mayor","","mc con luci"
"ene 26 2025 16:17","Comida","Expensas","-9200","Mercadopago & else","Mi libro mayor","","tasty 2"
"ene 26 2025 03:17","Comida","Expensas","-6370","Mercadopago & else","Mi libro mayor","","primera tasty"
"ene 25 2025 22:18","Comida","Expensas","-11800","Mercadopago & else","Mi libro mayor","","hamburguesa narco"
"ene 25 2025 20:15","Super","Expensas","-7944","Efectivo","Mi libro mayor","","super + non pago de tati y nahu"
"ene 25 2025 18:34","Comida","Expensas","-29350","Efectivo","Mi libro mayor","","brule para todo"
"ene 25 2025 00:40","Comida","Expensas","-4480","Mercadopago & else","Mi libro mayor","","PAPAS"
"ene 23 2025 17:41","Tati","Expensas","-37200","Efectivo","Mi libro mayor","","ropa de tati"
"ene 23 2025 17:39","Comida","Expensas","-22400","Mercadopago & else","Mi libro mayor","","merienda elvira"
"ene 19 2025 23:02","Timba","Expensas","-4000","Mercadopago & else","Mi libro mayor","","poker"
"ene 19 2025 23:02","Comida","Expensas","-15878","Mercadopago & else","Mi libro mayor","","asado maxi"
"ene 19 2025 19:04","Coche","Expensas","-31000","Mercadopago & else","Mi libro mayor","","nafta"
"ene 18 2025 17:31","Bebida ","Expensas","-4200","Efectivo","Mi libro mayor","","facturas"
"ene 17 2025 19:12","Bebida ","Expensas","-3400","Mercadopago & else","Mi libro mayor","","cocas"
"ene 17 2025 19:11","Ropa","Expensas","-15000","Efectivo","Mi libro mayor","","dos sueters"
"ene 17 2025 17:04","Bebida ","Expensas","-1800","Mercadopago & else","Mi libro mayor","","coca nado"
"ene 16 2025 20:36","Comida","Expensas","-8300","Crédito ","Mi libro mayor","","mcdonalds cln tati (50% mastercad)"
"ene 16 2025 16:34","Bebida ","Expensas","-19300","Crédito ","Mi libro mayor","","ratio cafe"
"ene 15 2025 22:29","Bebida ","Expensas","-5600","Crédito ","Mi libro mayor","","cocas"
"ene 15 2025 18:08","Comida","Expensas","-30000","Mercadopago & else","Mi libro mayor","","dorayaki"
"ene 15 2025 18:08","Varios","Expensas","-6350","Mercadopago & else","Mi libro mayor","","cuota ysy"
"ene 14 2025 16:37","Comida","Expensas","-12000","Crédito ","Mi libro mayor","","lele cookies"
"ene 13 2025 22:07","Cine","Expensas","-10700","Mercadopago & else","Mi libro mayor","","cocas, pochoclos y entrada cind"
"ene 13 2025 20:05","Comida","Expensas","-8900","Mercadopago & else","Mi libro mayor","","mcdonalds pre cine"
"ene 12 2025 18:39","Coche","Expensas","-5660","Crédito ","Mi libro mayor","","didi"
"ene 12 2025 18:04","Comida","Expensas","-6850","Crédito ","Mi libro mayor","","comemos en Praliné"
"ene 12 2025 17:49","perfume","Expensas","-78000","Crédito ","Mi libro mayor","","perfume CUOTA 1 (con 10% de reinteg)"
"ene 12 2025 17:48","Comida","Expensas","-9000","Crédito ","Mi libro mayor","","kiddo"
"ene 12 2025 17:48","Comida","Expensas","-19200","Crédito ","Mi libro mayor","","enso"
"ene 12 2025 12:38","Coche","Expensas","-5410","Crédito ","Mi libro mayor","","didi a enso"
"ene 11 2025 21:40","Comida","Expensas","-55000","Crédito ","Mi libro mayor","","coMIDa en nanten"
"ene 11 2025 17:45","Comida","Expensas","-18120","Crédito ","Mi libro mayor","","brownie planet"
"ene 09 2025 16:33","Regalo","Expensas","-33800","Crédito ","Mi libro mayor","","el jean de luci"
"ene 09 2025 16:32","Ropa","Expensas","-30000","Crédito ","Mi libro mayor","","bermuda sn cristoabl"
"ene 08 2025 19:18","Coche","Expensas","-3840","Crédito ","Mi libro mayor","","didi"
"ene 08 2025 16:39","Coche","Expensas","-5000","Crédito ","Mi libro mayor","","uber"
"ene 08 2025 16:35","Comida","Expensas","-14800","Crédito ","Mi libro mayor","","vedra"
"ene 08 2025 16:31","vacacione","Expensas","-143395","Mercadopago & else","Mi libro mayor","","mi airbnb (tati me pago 125usd cash)"
"ene 08 2025 16:31","vacacione","Expensas","-180000","Crédito ","Mi libro mayor","","vuelos a Bariloche"
"ene 03 2025 13:57","Propina","Expensas","-10000","Efectivo","Mi libro mayor","","propa"
"ene 03 2025 13:56","Comida","Expensas","-128900","Crédito ","Mi libro mayor","","cena en meiji"
"ene 03 2025 13:56","Coche","Expensas","-8500","Crédito ","Mi libro mayor","","dos didis"
"ene 02 2025 18:18","Tecnología ","Expensas","-18414","Crédito ","Mi libro mayor","","Monitor nuevo!"
"dic 30 2024 18:19","Comida","Expensas","-20000","Mercadopago & else","Mi libro mayor","","ramen tati"
"dic 30 2024 18:18","Comida","Expensas","-22500","Mercadopago & else","Mi libro mayor","","ramen"
"dic 29 2024 15:32","Comida","Expensas","-3000","Mercadopago & else","Mi libro mayor","","carne y pan"
"dic 29 2024 15:30","Super","Expensas","-1828","Mercadopago & else","Mi libro mayor","","chino 1 baggio y cosas"
"dic 29 2024 15:30","Super","Expensas","-1528","Mercadopago & else","Mi libro mayor","","chino 2 cocas y birra"
"dic 29 2024 15:29","Super","Expensas","-2000","Mercadopago & else","Mi libro mayor","","verduras y demas a maxi"
"dic 29 2024 15:29","Bebida ","Expensas","-1400","Mercadopago & else","Mi libro mayor","","cocas a valen"
"dic 29 2024 15:29","Comida","Expensas","-12300","Efectivo","Mi libro mayor","","dos tastys"
"dic 28 2024 16:20","Comida","Expensas","-12300","Efectivo","Mi libro mayor","","brule"
"dic 27 2024 18:02","Corte de pelo","Expensas","-9900","Mercadopago & else","Mi libro mayor","","cortw"
"dic 22 2024 18:23","Comida","Expensas","-9360","Efectivo","Mi libro mayor","","merienda gorrión"
"dic 22 2024 18:23","Comida","Expensas","-10600","Mercadopago & else","Mi libro mayor","","asaduna"
"dic 22 2024 18:23","Bebida ","Expensas","-4849","Crédito ","Mi libro mayor","","cocas duna"
